Created at,Closed at,State
2019-08-16 02:48:14+00:00,2024-05-20 03:56:25+00:00,closed
2019-07-11 02:55:04+00:00,2023-01-15 15:26:47+00:00,closed
2019-07-02 10:08:45+00:00,2023-04-24 01:31:10+00:00,closed
2019-06-20 21:43:05+00:00,2019-06-21 04:44:43+00:00,closed
2019-03-22 16:42:35+00:00,2020-04-20 12:44:14+00:00,closed
2019-03-08 02:04:35+00:00,2019-03-09 01:11:43+00:00,closed
2019-03-04 18:30:05+00:00,2024-03-25 08:37:39+00:00,closed
2019-01-30 18:55:19+00:00,2019-01-30 22:03:19+00:00,closed
2018-12-11 08:59:09+00:00,,open
2018-11-04 12:10:21+00:00,2018-11-04 13:12:27+00:00,closed
2018-10-30 20:12:13+00:00,2018-11-06 23:27:03+00:00,closed
2018-10-18 23:50:19+00:00,2023-06-06 06:54:04+00:00,closed
2018-10-18 03:54:25+00:00,2018-10-18 07:12:02+00:00,closed
2018-10-17 11:04:08+00:00,2018-10-22 23:09:52+00:00,closed
2018-10-07 07:46:21+00:00,2018-10-07 20:34:38+00:00,closed
2018-08-30 01:09:43+00:00,2018-08-31 04:05:06+00:00,closed
2018-08-12 02:33:58+00:00,2018-08-12 14:27:28+00:00,closed
2018-08-07 05:25:38+00:00,2018-08-07 12:27:40+00:00,closed
2018-07-26 21:38:00+00:00,2018-08-07 20:58:40+00:00,closed
2017-04-06 14:41:43+00:00,2018-07-04 23:09:08+00:00,closed
2017-03-08 04:45:07+00:00,2023-04-17 15:42:30+00:00,closed
2016-10-28 04:56:53+00:00,2020-06-18 06:14:11+00:00,closed
2016-08-02 15:51:54+00:00,,open
